region_gea,urt,mat,tenr,year,value
LAC,rur,perm,ns,NA,1
LAC,rur,perm,ns,NA,1
LAC,rur,perm,ns,NA,1
LAC,rur,perm,ns,NA,1
LAC,rur,perm,ns,NA,1
LAC,rur,perm,ns,NA,1
LAC,rur,perm,ns,NA,1
LAC,rur,perm,ns,NA,1
LAC,rur,perm,ns,NA,1
LAC,rur,perm,ns,NA,1
LAC,rur,perm,ns,NA,1
LAC,rur,perm,ns,NA,1
LAC,urb,perm,ns,NA,1
LAC,urb,perm,ns,NA,1
LAC,urb,perm,ns,NA,1
LAC,urb,perm,ns,NA,1
LAC,urb,perm,ns,NA,1
LAC,urb,perm,ns,NA,1
LAC,urb,perm,ns,NA,1
LAC,urb,perm,ns,NA,1
LAC,urb,perm,ns,NA,1
LAC,urb,perm,ns,NA,1
LAC,urb,perm,ns,NA,1
LAC,urb,perm,ns,NA,1
LAC,urb,perm,ns,NA,1
LAC,urb,perm,ns,NA,1
LAC,urb,perm,ns,NA,1
LAC,urb,perm,ns,NA,1
LAC,urb,perm,ns,NA,1
LAC,urb,perm,ns,NA,1
MEA,rur,perm,ns,NA,1
MEA,rur,perm,ns,NA,1
MEA,rur,perm,ns,NA,1
MEA,rur,perm,ns,NA,1
MEA,rur,perm,ns,NA,1
MEA,rur,perm,ns,NA,1
MEA,rur,perm,ns,NA,1
MEA,rur,perm,ns,NA,1
MEA,rur,perm,ns,NA,1
MEA,rur,perm,ns,NA,1
MEA,rur,perm,ns,NA,1
MEA,rur,perm,ns,NA,1
MEA,rur,perm,ns,NA,1
MEA,rur,perm,ns,NA,1
MEA,rur,perm,ns,NA,1
MEA,rur,perm,ns,NA,1
MEA,rur,perm,ns,NA,1
MEA,rur,perm,ns,NA,1
MEA,urb,perm,ns,NA,1
MEA,urb,perm,ns,NA,1
MEA,urb,perm,ns,NA,1
MEA,urb,perm,ns,NA,1
MEA,urb,perm,ns,NA,1
MEA,urb,perm,ns,NA,1
MEA,urb,perm,ns,NA,1
MEA,urb,perm,ns,NA,1
MEA,urb,perm,ns,NA,1
MEA,urb,perm,ns,NA,1
MEA,urb,perm,ns,NA,1
MEA,urb,perm,ns,NA,1
MEA,urb,perm,ns,NA,1
MEA,urb,perm,ns,NA,1
MEA,urb,perm,ns,NA,1
MEA,urb,perm,ns,NA,1
MEA,urb,perm,ns,NA,1
MEA,urb,perm,ns,NA,1
"NAM",rur,perm,ns,NA,1
"NAM",rur,perm,ns,NA,1
"NAM",rur,perm,ns,NA,1
"NAM",rur,perm,ns,NA,1
"NAM",rur,perm,ns,NA,1
"NAM",rur,perm,ns,NA,1
"NAM",rur,perm,ns,NA,1
"NAM",rur,perm,ns,NA,1
"NAM",rur,perm,ns,NA,1
"NAM",rur,perm,ns,NA,1
"NAM",rur,perm,ns,NA,1
"NAM",rur,perm,ns,NA,1
"NAM",rur,perm,ns,NA,1
"NAM",rur,perm,ns,NA,1
"NAM",rur,perm,ns,NA,1
"NAM",rur,perm,ns,NA,1
"NAM",rur,perm,ns,NA,1
"NAM",rur,perm,ns,NA,1
"NAM",urb,perm,ns,NA,1
"NAM",urb,perm,ns,NA,1
"NAM",urb,perm,ns,NA,1
"NAM",urb,perm,ns,NA,1
"NAM",urb,perm,ns,NA,1
"NAM",urb,perm,ns,NA,1
"NAM",urb,perm,ns,NA,1
"NAM",urb,perm,ns,NA,1
"NAM",urb,perm,ns,NA,1
"NAM",urb,perm,ns,NA,1
"NAM",urb,perm,ns,NA,1
"NAM",urb,perm,ns,NA,1
"NAM",urb,perm,ns,NA,1
"NAM",urb,perm,ns,NA,1
"NAM",urb,perm,ns,NA,1
"NAM",urb,perm,ns,NA,1
"NAM",urb,perm,ns,NA,1
"NAM",urb,perm,ns,NA,1
PAO,rur,perm,ns,NA,1
PAO,rur,perm,ns,NA,1
PAO,rur,perm,ns,NA,1
PAO,rur,perm,ns,NA,1
PAO,rur,perm,ns,NA,1
PAO,rur,perm,ns,NA,1
PAO,rur,perm,ns,NA,1
PAO,rur,perm,ns,NA,1
PAO,rur,perm,ns,NA,1
PAO,rur,perm,ns,NA,1
PAO,rur,perm,ns,NA,1
PAO,rur,perm,ns,NA,1
PAO,rur,perm,ns,NA,1
PAO,rur,perm,ns,NA,1
PAO,rur,perm,ns,NA,1
PAO,rur,perm,ns,NA,1
PAO,rur,perm,ns,NA,1
PAO,rur,perm,ns,NA,1
PAO,urb,perm,ns,NA,1
PAO,urb,perm,ns,NA,1
PAO,urb,perm,ns,NA,1
PAO,urb,perm,ns,NA,1
PAO,urb,perm,ns,NA,1
PAO,urb,perm,ns,NA,1
PAO,urb,perm,ns,NA,1
PAO,urb,perm,ns,NA,1
PAO,urb,perm,ns,NA,1
PAO,urb,perm,ns,NA,1
PAO,urb,perm,ns,NA,1
PAO,urb,perm,ns,NA,1
PAO,urb,perm,ns,NA,1
PAO,urb,perm,ns,NA,1
PAO,urb,perm,ns,NA,1
PAO,urb,perm,ns,NA,1
PAO,urb,perm,ns,NA,1
PAO,urb,perm,ns,NA,1
PAS,rur,perm,ns,NA,1
PAS,rur,perm,ns,NA,1
PAS,rur,perm,ns,NA,1
PAS,rur,perm,ns,NA,1
PAS,rur,perm,ns,NA,1
PAS,rur,perm,ns,NA,1
PAS,rur,perm,ns,NA,1
PAS,rur,perm,ns,NA,1
PAS,rur,perm,ns,NA,1
PAS,rur,perm,ns,NA,1
PAS,rur,perm,ns,NA,1
PAS,rur,perm,ns,NA,1
PAS,rur,perm,ns,NA,1
PAS,rur,perm,ns,NA,1
PAS,rur,perm,ns,NA,1
PAS,rur,perm,ns,NA,1
PAS,rur,perm,ns,NA,1
PAS,rur,perm,ns,NA,1
PAS,urb,perm,ns,NA,1
PAS,urb,perm,ns,NA,1
PAS,urb,perm,ns,NA,1
PAS,urb,perm,ns,NA,1
PAS,urb,perm,ns,NA,1
PAS,urb,perm,ns,NA,1
PAS,urb,perm,ns,NA,1
PAS,urb,perm,ns,NA,1
PAS,urb,perm,ns,NA,1
PAS,urb,perm,ns,NA,1
PAS,urb,perm,ns,NA,1
PAS,urb,perm,ns,NA,1
PAS,urb,perm,ns,NA,1
PAS,urb,perm,ns,NA,1
PAS,urb,perm,ns,NA,1
PAS,urb,perm,ns,NA,1
PAS,urb,perm,ns,NA,1
PAS,urb,perm,ns,NA,1
SAS,rur,perm,ns,NA,1
SAS,rur,perm,ns,NA,1
SAS,rur,perm,ns,NA,1
SAS,rur,perm,ns,NA,1
SAS,rur,perm,ns,NA,1
SAS,rur,perm,ns,NA,1
SAS,rur,perm,ns,NA,1
SAS,rur,perm,ns,NA,1
SAS,rur,perm,ns,NA,1
SAS,rur,perm,ns,NA,1
SAS,rur,perm,ns,NA,1
SAS,rur,perm,ns,NA,1
SAS,rur,perm,ns,NA,1
SAS,rur,perm,ns,NA,1
SAS,rur,perm,ns,NA,1
SAS,rur,perm,ns,NA,1
SAS,rur,perm,ns,NA,1
SAS,rur,perm,ns,NA,1
SAS,urb,perm,ns,NA,1
SAS,urb,perm,ns,NA,1
SAS,urb,perm,ns,NA,1
SAS,urb,perm,ns,NA,1
SAS,urb,perm,ns,NA,1
SAS,urb,perm,ns,NA,1
SAS,urb,perm,ns,NA,1
SAS,urb,perm,ns,NA,1
SAS,urb,perm,ns,NA,1
SAS,urb,perm,ns,NA,1
SAS,urb,perm,ns,NA,1
SAS,urb,perm,ns,NA,1
SAS,urb,perm,ns,NA,1
SAS,urb,perm,ns,NA,1
SAS,urb,perm,ns,NA,1
SAS,urb,perm,ns,NA,1
SAS,urb,perm,ns,NA,1
SAS,urb,perm,ns,NA,1
WEU,rur,perm,ns,NA,1
WEU,rur,perm,ns,NA,1
WEU,rur,perm,ns,NA,1
WEU,rur,perm,ns,NA,1
WEU,rur,perm,ns,NA,1
WEU,rur,perm,ns,NA,1
WEU,rur,perm,ns,NA,1
WEU,rur,perm,ns,NA,1
WEU,rur,perm,ns,NA,1
WEU,rur,perm,ns,NA,1
WEU,rur,perm,ns,NA,1
WEU,rur,perm,ns,NA,1
WEU,rur,perm,ns,NA,1
WEU,rur,perm,ns,NA,1
WEU,rur,perm,ns,NA,1
WEU,rur,perm,ns,NA,1
WEU,rur,perm,ns,NA,1
WEU,rur,perm,ns,NA,1
WEU,urb,perm,ns,NA,1
WEU,urb,perm,ns,NA,1
WEU,urb,perm,ns,NA,1
WEU,urb,perm,ns,NA,1
WEU,urb,perm,ns,NA,1
WEU,urb,perm,ns,NA,1
WEU,urb,perm,ns,NA,1
WEU,urb,perm,ns,NA,1
WEU,urb,perm,ns,NA,1
WEU,urb,perm,ns,NA,1
WEU,urb,perm,ns,NA,1
WEU,urb,perm,ns,NA,1
WEU,urb,perm,ns,NA,1
WEU,urb,perm,ns,NA,1
WEU,urb,perm,ns,NA,1
WEU,urb,perm,ns,NA,1
WEU,urb,perm,ns,NA,1
WEU,urb,perm,ns,NA,1
