region_bld,clim,urt,arch,eneff,shr_need_heat
R32ANUZ,Zone_3A Warm Humid,urb,comm,s2,1
R32ANUZ,Zone_3A Warm Humid,urb,comm,s3,1
R32ANUZ,Zone_3A Warm Humid,urb,comm,s51_std,1
R32ANUZ,Zone_3A Warm Humid,urb,comm,s52_low,1
R32ANUZ,Zone_3A Warm Humid,urb,comm,sr11_std,1
R32ANUZ,Zone_3A Warm Humid,urb,comm,sr12_low,1
R32ANUZ,Zone_3A Warm Humid,urb,comm,sr21_std,1
R32ANUZ,Zone_3A Warm Humid,urb,comm,sr22_low,1
R32ANUZ,Zone_3A Warm Humid,urb,comm,sr31_std,1
R32ANUZ,Zone_3A Warm Humid,urb,comm,sr32_low,1
R32BRA,Zone_0A Extremely hot Humid,rur,comm,s1,0
R32BRA,Zone_0A Extremely hot Humid,rur,comm,s2,0
R32BRA,Zone_0A Extremely hot Humid,rur,comm,s3,0
R32BRA,Zone_0A Extremely hot Humid,rur,comm,s51_std,0
R32BRA,Zone_0A Extremely hot Humid,rur,comm,s52_low,0
R32BRA,Zone_0A Extremely hot Humid,rur,comm,sr11_std,0
R32BRA,Zone_0A Extremely hot Humid,rur,comm,sr12_low,0
R32BRA,Zone_0A Extremely hot Humid,rur,comm,sr21_std,0
R32BRA,Zone_0A Extremely hot Humid,rur,comm,sr22_low,0
R32BRA,Zone_0A Extremely hot Humid,rur,comm,sr31_std,0
R32BRA,Zone_0A Extremely hot Humid,rur,comm,sr32_low,0
R32BRA,Zone_0A Extremely hot Humid,urb,comm,s1,0
R32BRA,Zone_0A Extremely hot Humid,urb,comm,s2,0
R32BRA,Zone_0A Extremely hot Humid,urb,comm,s3,0
R32BRA,Zone_0A Extremely hot Humid,urb,comm,s51_std,0
R32BRA,Zone_0A Extremely hot Humid,urb,comm,s52_low,0
R32BRA,Zone_0A Extremely hot Humid,urb,comm,sr11_std,0
R32BRA,Zone_0A Extremely hot Humid,urb,comm,sr12_low,0
R32BRA,Zone_0A Extremely hot Humid,urb,comm,sr21_std,0
R32BRA,Zone_0A Extremely hot Humid,urb,comm,sr22_low,0
R32BRA,Zone_0A Extremely hot Humid,urb,comm,sr31_std,0
R32BRA,Zone_0A Extremely hot Humid,urb,comm,sr32_low,0
R32BRA,Zone_1A Very hot Humid,rur,comm,s1,0
R32BRA,Zone_1A Very hot Humid,rur,comm,s2,0
R32BRA,Zone_1A Very hot Humid,rur,comm,s3,0
R32BRA,Zone_1A Very hot Humid,rur,comm,s51_std,0
R32BRA,Zone_1A Very hot Humid,rur,comm,s52_low,0
R32BRA,Zone_1A Very hot Humid,rur,comm,sr11_std,0
R32BRA,Zone_1A Very hot Humid,rur,comm,sr12_low,0
R32BRA,Zone_1A Very hot Humid,rur,comm,sr21_std,0
R32BRA,Zone_1A Very hot Humid,rur,comm,sr22_low,0
R32BRA,Zone_1A Very hot Humid,rur,comm,sr31_std,0
R32BRA,Zone_1A Very hot Humid,rur,comm,sr32_low,0
R32BRA,Zone_1A Very hot Humid,urb,comm,s1,0
R32BRA,Zone_1A Very hot Humid,urb,comm,s2,0
R32BRA,Zone_1A Very hot Humid,urb,comm,s3,0
R32BRA,Zone_1A Very hot Humid,urb,comm,s51_std,0
R32BRA,Zone_1A Very hot Humid,urb,comm,s52_low,0
R32BRA,Zone_1A Very hot Humid,urb,comm,sr11_std,0
R32BRA,Zone_1A Very hot Humid,urb,comm,sr12_low,0
R32BRA,Zone_1A Very hot Humid,urb,comm,sr21_std,0
R32BRA,Zone_1A Very hot Humid,urb,comm,sr22_low,0
R32BRA,Zone_1A Very hot Humid,urb,comm,sr31_std,0
R32BRA,Zone_1A Very hot Humid,urb,comm,sr32_low,0
R32BRA,Zone_1B Very hot Dry,rur,comm,s1,0
R32BRA,Zone_1B Very hot Dry,rur,comm,s2,0
R32BRA,Zone_1B Very hot Dry,rur,comm,s3,0
R32BRA,Zone_1B Very hot Dry,rur,comm,s51_std,0
R32BRA,Zone_1B Very hot Dry,rur,comm,s52_low,0
R32BRA,Zone_1B Very hot Dry,rur,comm,sr11_std,0
R32BRA,Zone_1B Very hot Dry,rur,comm,sr12_low,0
R32BRA,Zone_1B Very hot Dry,rur,comm,sr21_std,0
R32BRA,Zone_1B Very hot Dry,rur,comm,sr22_low,0
R32BRA,Zone_1B Very hot Dry,rur,comm,sr31_std,0
R32BRA,Zone_1B Very hot Dry,rur,comm,sr32_low,0
R32BRA,Zone_1B Very hot Dry,urb,comm,s1,0
R32BRA,Zone_1B Very hot Dry,urb,comm,s2,0
R32BRA,Zone_1B Very hot Dry,urb,comm,s3,0
R32BRA,Zone_1B Very hot Dry,urb,comm,s51_std,0
R32BRA,Zone_1B Very hot Dry,urb,comm,s52_low,0
R32BRA,Zone_1B Very hot Dry,urb,comm,sr11_std,0
R32BRA,Zone_1B Very hot Dry,urb,comm,sr12_low,0
R32BRA,Zone_1B Very hot Dry,urb,comm,sr21_std,0
R32BRA,Zone_1B Very hot Dry,urb,comm,sr22_low,0
R32BRA,Zone_1B Very hot Dry,urb,comm,sr31_std,0
R32BRA,Zone_1B Very hot Dry,urb,comm,sr32_low,0
R32BRA,Zone_2A Hot Humid,rur,comm,s1,0.995143541
R32BRA,Zone_2A Hot Humid,rur,comm,s2,0.993306449
R32BRA,Zone_2A Hot Humid,rur,comm,s3,0.993306449
R32BRA,Zone_2A Hot Humid,rur,comm,s51_std,0.993306449
R32BRA,Zone_2A Hot Humid,rur,comm,s52_low,0.596195547
R32BRA,Zone_2A Hot Humid,rur,comm,sr11_std,0.995143541
R32BRA,Zone_2A Hot Humid,rur,comm,sr12_low,0.995143541
R32BRA,Zone_2A Hot Humid,rur,comm,sr21_std,0.993306449
R32BRA,Zone_2A Hot Humid,rur,comm,sr22_low,0.993306449
R32BRA,Zone_2A Hot Humid,rur,comm,sr31_std,0.993306449
R32BRA,Zone_2A Hot Humid,rur,comm,sr32_low,0.993306449
R32BRA,Zone_2A Hot Humid,urb,comm,s1,0.995839262
R32BRA,Zone_2A Hot Humid,urb,comm,s2,0.994214147
R32BRA,Zone_2A Hot Humid,urb,comm,s3,0.994214147
R32BRA,Zone_2A Hot Humid,urb,comm,s51_std,0.994214147
R32BRA,Zone_2A Hot Humid,urb,comm,s52_low,0.69252289
R32BRA,Zone_2A Hot Humid,urb,comm,sr11_std,0.995839262
R32BRA,Zone_2A Hot Humid,urb,comm,sr12_low,0.995839262
R32BRA,Zone_2A Hot Humid,urb,comm,sr21_std,0.994214147
R32BRA,Zone_2A Hot Humid,urb,comm,sr22_low,0.994214147
R32BRA,Zone_2A Hot Humid,urb,comm,sr31_std,0.994214147
R32BRA,Zone_2A Hot Humid,urb,comm,sr32_low,0.994214147
R32BRA,Zone_3A Warm Humid,rur,comm,s1,1
R32BRA,Zone_3A Warm Humid,rur,comm,s2,1
R32BRA,Zone_3A Warm Humid,rur,comm,s3,1
R32BRA,Zone_3A Warm Humid,rur,comm,s51_std,1
R32BRA,Zone_3A Warm Humid,rur,comm,s52_low,1
R32BRA,Zone_3A Warm Humid,rur,comm,sr11_std,1
R32BRA,Zone_3A Warm Humid,rur,comm,sr12_low,1
R32BRA,Zone_3A Warm Humid,rur,comm,sr21_std,1
R32BRA,Zone_3A Warm Humid,rur,comm,sr22_low,1
R32BRA,Zone_3A Warm Humid,rur,comm,sr31_std,1
R32BRA,Zone_3A Warm Humid,rur,comm,sr32_low,1
R32BRA,Zone_3A Warm Humid,urb,comm,s1,1
R32BRA,Zone_3A Warm Humid,urb,comm,s2,1
R32BRA,Zone_3A Warm Humid,urb,comm,s3,1
R32BRA,Zone_3A Warm Humid,urb,comm,s51_std,1
R32BRA,Zone_3A Warm Humid,urb,comm,s52_low,1
R32BRA,Zone_3A Warm Humid,urb,comm,sr11_std,1
R32BRA,Zone_3A Warm Humid,urb,comm,sr12_low,1
R32BRA,Zone_3A Warm Humid,urb,comm,sr21_std,1
R32BRA,Zone_3A Warm Humid,urb,comm,sr22_low,1
R32BRA,Zone_3A Warm Humid,urb,comm,sr31_std,1
R32BRA,Zone_3A Warm Humid,urb,comm,sr32_low,1
R32CAN,Zone_5A Cool Humid,rur,comm,s1,1
R32CAN,Zone_5A Cool Humid,rur,comm,s2,1
R32CAN,Zone_5A Cool Humid,rur,comm,s3,1
R32CAN,Zone_5A Cool Humid,rur,comm,s51_std,1
R32CAN,Zone_5A Cool Humid,rur,comm,s52_low,1
R32CAN,Zone_5A Cool Humid,rur,comm,sr11_std,1
R32CAN,Zone_5A Cool Humid,rur,comm,sr12_low,1
R32CAN,Zone_5A Cool Humid,rur,comm,sr21_std,1
R32CAN,Zone_5A Cool Humid,rur,comm,sr22_low,1
R32CAN,Zone_5A Cool Humid,rur,comm,sr31_std,1
R32CAN,Zone_5A Cool Humid,rur,comm,sr32_low,1
R32CAN,Zone_5A Cool Humid,urb,comm,s1,1
R32CAN,Zone_5A Cool Humid,urb,comm,s2,1
R32CAN,Zone_5A Cool Humid,urb,comm,s3,1
R32CAN,Zone_5A Cool Humid,urb,comm,s51_std,1
R32CAN,Zone_5A Cool Humid,urb,comm,s52_low,1
R32CAN,Zone_5A Cool Humid,urb,comm,sr11_std,1
R32CAN,Zone_5A Cool Humid,urb,comm,sr12_low,1
R32CAN,Zone_5A Cool Humid,urb,comm,sr21_std,1
R32CAN,Zone_5A Cool Humid,urb,comm,sr22_low,1
R32CAN,Zone_5A Cool Humid,urb,comm,sr31_std,1
R32CAN,Zone_5A Cool Humid,urb,comm,sr32_low,1
R32CAN,Zone_6A Cold Humid,rur,comm,s1,1
R32CAN,Zone_6A Cold Humid,rur,comm,s2,1
R32CAN,Zone_6A Cold Humid,rur,comm,s3,1
R32CAN,Zone_6A Cold Humid,rur,comm,s51_std,1
R32CAN,Zone_6A Cold Humid,rur,comm,s52_low,1
R32CAN,Zone_6A Cold Humid,rur,comm,sr11_std,1
R32CAN,Zone_6A Cold Humid,rur,comm,sr12_low,1
R32CAN,Zone_6A Cold Humid,rur,comm,sr21_std,1
R32CAN,Zone_6A Cold Humid,rur,comm,sr22_low,1
R32CAN,Zone_6A Cold Humid,rur,comm,sr31_std,1
R32CAN,Zone_6A Cold Humid,rur,comm,sr32_low,1
R32CAN,Zone_6A Cold Humid,urb,comm,s1,1
R32CAN,Zone_6A Cold Humid,urb,comm,s2,1
R32CAN,Zone_6A Cold Humid,urb,comm,s3,1
R32CAN,Zone_6A Cold Humid,urb,comm,s51_std,1
R32CAN,Zone_6A Cold Humid,urb,comm,s52_low,1
R32CAN,Zone_6A Cold Humid,urb,comm,sr11_std,1
R32CAN,Zone_6A Cold Humid,urb,comm,sr12_low,1
R32CAN,Zone_6A Cold Humid,urb,comm,sr21_std,1
R32CAN,Zone_6A Cold Humid,urb,comm,sr22_low,1
R32CAN,Zone_6A Cold Humid,urb,comm,sr31_std,1
R32CAN,Zone_6A Cold Humid,urb,comm,sr32_low,1
R32CAN,Zone_7A Very cold Humid,rur,comm,s1,1
R32CAN,Zone_7A Very cold Humid,rur,comm,s2,1
R32CAN,Zone_7A Very cold Humid,rur,comm,s3,1
R32CAN,Zone_7A Very cold Humid,rur,comm,s51_std,1
R32CAN,Zone_7A Very cold Humid,rur,comm,s52_low,1
R32CAN,Zone_7A Very cold Humid,rur,comm,sr11_std,1
R32CAN,Zone_7A Very cold Humid,rur,comm,sr12_low,1
R32CAN,Zone_7A Very cold Humid,rur,comm,sr21_std,1
R32CAN,Zone_7A Very cold Humid,rur,comm,sr22_low,1
R32CAN,Zone_7A Very cold Humid,rur,comm,sr31_std,1
R32CAN,Zone_7A Very cold Humid,rur,comm,sr32_low,1
R32CAN,Zone_7A Very cold Humid,urb,comm,s1,1
R32CAN,Zone_7A Very cold Humid,urb,comm,s2,1
R32CAN,Zone_7A Very cold Humid,urb,comm,s3,1
R32CAN,Zone_7A Very cold Humid,urb,comm,s51_std,1
R32CAN,Zone_7A Very cold Humid,urb,comm,s52_low,1
R32CAN,Zone_7A Very cold Humid,urb,comm,sr11_std,1
R32CAN,Zone_7A Very cold Humid,urb,comm,sr12_low,1
R32CAN,Zone_7A Very cold Humid,urb,comm,sr21_std,1
R32CAN,Zone_7A Very cold Humid,urb,comm,sr22_low,1
R32CAN,Zone_7A Very cold Humid,urb,comm,sr31_std,1
R32CAN,Zone_7A Very cold Humid,urb,comm,sr32_low,1
R32CAS-CAU,Zone_4A Mixed Humid,rur,comm,s1,1
R32CAS-CAU,Zone_4A Mixed Humid,rur,comm,s2,1
R32CAS-CAU,Zone_4A Mixed Humid,rur,comm,s3,1
R32CAS-CAU,Zone_4A Mixed Humid,rur,comm,s51_std,1
R32CAS-CAU,Zone_4A Mixed Humid,rur,comm,s52_low,1
R32CAS-CAU,Zone_4A Mixed Humid,rur,comm,sr11_std,1
R32CAS-CAU,Zone_4A Mixed Humid,rur,comm,sr12_low,1
R32CAS-CAU,Zone_4A Mixed Humid,rur,comm,sr21_std,1
R32CAS-CAU,Zone_4A Mixed Humid,rur,comm,sr22_low,1
R32CAS-CAU,Zone_4A Mixed Humid,rur,comm,sr31_std,1
R32CAS-CAU,Zone_4A Mixed Humid,rur,comm,sr32_low,1
R32CAS-CAU,Zone_4A Mixed Humid,urb,comm,s1,1
R32CAS-CAU,Zone_4A Mixed Humid,urb,comm,s2,1
R32CAS-CAU,Zone_4A Mixed Humid,urb,comm,s3,1
R32CAS-CAU,Zone_4A Mixed Humid,urb,comm,s51_std,1
R32CAS-CAU,Zone_4A Mixed Humid,urb,comm,s52_low,1
R32CAS-CAU,Zone_4A Mixed Humid,urb,comm,sr11_std,1
R32CAS-CAU,Zone_4A Mixed Humid,urb,comm,sr12_low,1
R32CAS-CAU,Zone_4A Mixed Humid,urb,comm,sr21_std,1
R32CAS-CAU,Zone_4A Mixed Humid,urb,comm,sr22_low,1
R32CAS-CAU,Zone_4A Mixed Humid,urb,comm,sr31_std,1
R32CAS-CAU,Zone_4A Mixed Humid,urb,comm,sr32_low,1
R32CAS-CAU,Zone_4B Mixed Dry,rur,comm,s1,1
R32CAS-CAU,Zone_4B Mixed Dry,rur,comm,s2,1
R32CAS-CAU,Zone_4B Mixed Dry,rur,comm,s3,1
R32CAS-CAU,Zone_4B Mixed Dry,rur,comm,s51_std,1
R32CAS-CAU,Zone_4B Mixed Dry,rur,comm,s52_low,1
R32CAS-CAU,Zone_4B Mixed Dry,rur,comm,sr11_std,1
R32CAS-CAU,Zone_4B Mixed Dry,rur,comm,sr12_low,1
R32CAS-CAU,Zone_4B Mixed Dry,rur,comm,sr21_std,1
R32CAS-CAU,Zone_4B Mixed Dry,rur,comm,sr22_low,1
R32CAS-CAU,Zone_4B Mixed Dry,rur,comm,sr31_std,1
R32CAS-CAU,Zone_4B Mixed Dry,rur,comm,sr32_low,1
R32CAS-CAU,Zone_4B Mixed Dry,urb,comm,s1,1
R32CAS-CAU,Zone_4B Mixed Dry,urb,comm,s2,1
R32CAS-CAU,Zone_4B Mixed Dry,urb,comm,s3,1
R32CAS-CAU,Zone_4B Mixed Dry,urb,comm,s51_std,1
R32CAS-CAU,Zone_4B Mixed Dry,urb,comm,s52_low,1
R32CAS-CAU,Zone_4B Mixed Dry,urb,comm,sr11_std,1
R32CAS-CAU,Zone_4B Mixed Dry,urb,comm,sr12_low,1
R32CAS-CAU,Zone_4B Mixed Dry,urb,comm,sr21_std,1
R32CAS-CAU,Zone_4B Mixed Dry,urb,comm,sr22_low,1
R32CAS-CAU,Zone_4B Mixed Dry,urb,comm,sr31_std,1
R32CAS-CAU,Zone_4B Mixed Dry,urb,comm,sr32_low,1
R32CAS-CAU,Zone_5A Cool Humid,rur,comm,s1,1
R32CAS-CAU,Zone_5A Cool Humid,rur,comm,s2,1
R32CAS-CAU,Zone_5A Cool Humid,rur,comm,s3,1
R32CAS-CAU,Zone_5A Cool Humid,rur,comm,s51_std,1
R32CAS-CAU,Zone_5A Cool Humid,rur,comm,s52_low,1
R32CAS-CAU,Zone_5A Cool Humid,rur,comm,sr11_std,1
R32CAS-CAU,Zone_5A Cool Humid,rur,comm,sr12_low,1
R32CAS-CAU,Zone_5A Cool Humid,rur,comm,sr21_std,1
R32CAS-CAU,Zone_5A Cool Humid,rur,comm,sr22_low,1
R32CAS-CAU,Zone_5A Cool Humid,rur,comm,sr31_std,1
R32CAS-CAU,Zone_5A Cool Humid,rur,comm,sr32_low,1
R32CAS-CAU,Zone_5A Cool Humid,urb,comm,s1,1
R32CAS-CAU,Zone_5A Cool Humid,urb,comm,s2,1
R32CAS-CAU,Zone_5A Cool Humid,urb,comm,s3,1
R32CAS-CAU,Zone_5A Cool Humid,urb,comm,s51_std,1
R32CAS-CAU,Zone_5A Cool Humid,urb,comm,s52_low,1
R32CAS-CAU,Zone_5A Cool Humid,urb,comm,sr11_std,1
R32CAS-CAU,Zone_5A Cool Humid,urb,comm,sr12_low,1
R32CAS-CAU,Zone_5A Cool Humid,urb,comm,sr21_std,1
R32CAS-CAU,Zone_5A Cool Humid,urb,comm,sr22_low,1
R32CAS-CAU,Zone_5A Cool Humid,urb,comm,sr31_std,1
R32CAS-CAU,Zone_5A Cool Humid,urb,comm,sr32_low,1
R32CAS-CAU,Zone_6A Cold Humid,rur,comm,s1,1
R32CAS-CAU,Zone_6A Cold Humid,rur,comm,s2,1
R32CAS-CAU,Zone_6A Cold Humid,rur,comm,s3,1
R32CAS-CAU,Zone_6A Cold Humid,rur,comm,s51_std,1
R32CAS-CAU,Zone_6A Cold Humid,rur,comm,s52_low,1
R32CAS-CAU,Zone_6A Cold Humid,rur,comm,sr11_std,1
R32CAS-CAU,Zone_6A Cold Humid,rur,comm,sr12_low,1
R32CAS-CAU,Zone_6A Cold Humid,rur,comm,sr21_std,1
R32CAS-CAU,Zone_6A Cold Humid,rur,comm,sr22_low,1
R32CAS-CAU,Zone_6A Cold Humid,rur,comm,sr31_std,1
R32CAS-CAU,Zone_6A Cold Humid,rur,comm,sr32_low,1
R32CAS-CAU,Zone_6A Cold Humid,urb,comm,s1,1
R32CAS-CAU,Zone_6A Cold Humid,urb,comm,s2,1
R32CAS-CAU,Zone_6A Cold Humid,urb,comm,s3,1
R32CAS-CAU,Zone_6A Cold Humid,urb,comm,s51_std,1
R32CAS-CAU,Zone_6A Cold Humid,urb,comm,s52_low,1
R32CAS-CAU,Zone_6A Cold Humid,urb,comm,sr11_std,1
R32CAS-CAU,Zone_6A Cold Humid,urb,comm,sr12_low,1
R32CAS-CAU,Zone_6A Cold Humid,urb,comm,sr21_std,1
R32CAS-CAU,Zone_6A Cold Humid,urb,comm,sr22_low,1
R32CAS-CAU,Zone_6A Cold Humid,urb,comm,sr31_std,1
R32CAS-CAU,Zone_6A Cold Humid,urb,comm,sr32_low,1
R32CAS-OTH,Zone_3B Warm Dry,rur,comm,s1,0.999991618
R32CAS-OTH,Zone_3B Warm Dry,rur,comm,s2,0.999991618
R32CAS-OTH,Zone_3B Warm Dry,rur,comm,s3,0.999991618
R32CAS-OTH,Zone_3B Warm Dry,rur,comm,s51_std,0.999991618
R32CAS-OTH,Zone_3B Warm Dry,rur,comm,s52_low,0.999991618
R32CAS-OTH,Zone_3B Warm Dry,rur,comm,sr11_std,0.999991618
R32CAS-OTH,Zone_3B Warm Dry,rur,comm,sr12_low,0.999991618
R32CAS-OTH,Zone_3B Warm Dry,rur,comm,sr21_std,0.999991618
R32CAS-OTH,Zone_3B Warm Dry,rur,comm,sr22_low,0.999991618
R32CAS-OTH,Zone_3B Warm Dry,rur,comm,sr31_std,0.999991618
R32CAS-OTH,Zone_3B Warm Dry,rur,comm,sr32_low,0.999991618
R32CAS-OTH,Zone_3B Warm Dry,urb,comm,s1,0.984798152
R32CAS-OTH,Zone_3B Warm Dry,urb,comm,s2,0.984798152
R32CAS-OTH,Zone_3B Warm Dry,urb,comm,s3,0.984798152
R32CAS-OTH,Zone_3B Warm Dry,urb,comm,s51_std,0.984798152
R32CAS-OTH,Zone_3B Warm Dry,urb,comm,s52_low,0.984798152
R32CAS-OTH,Zone_3B Warm Dry,urb,comm,sr11_std,0.984798152
R32CAS-OTH,Zone_3B Warm Dry,urb,comm,sr12_low,0.984798152
R32CAS-OTH,Zone_3B Warm Dry,urb,comm,sr21_std,0.984798152
R32CAS-OTH,Zone_3B Warm Dry,urb,comm,sr22_low,0.984798152
R32CAS-OTH,Zone_3B Warm Dry,urb,comm,sr31_std,0.984798152
R32CAS-OTH,Zone_3B Warm Dry,urb,comm,sr32_low,0.984798152
R32CAS-OTH,Zone_4A Mixed Humid,rur,comm,s1,1
R32CAS-OTH,Zone_4A Mixed Humid,rur,comm,s2,1
R32CAS-OTH,Zone_4A Mixed Humid,rur,comm,s3,1
R32CAS-OTH,Zone_4A Mixed Humid,rur,comm,s51_std,1
R32CAS-OTH,Zone_4A Mixed Humid,rur,comm,s52_low,1
R32CAS-OTH,Zone_4A Mixed Humid,rur,comm,sr11_std,1
R32CAS-OTH,Zone_4A Mixed Humid,rur,comm,sr12_low,1
R32CAS-OTH,Zone_4A Mixed Humid,rur,comm,sr21_std,1
R32CAS-OTH,Zone_4A Mixed Humid,rur,comm,sr22_low,1
R32CAS-OTH,Zone_4A Mixed Humid,rur,comm,sr31_std,1
R32CAS-OTH,Zone_4A Mixed Humid,rur,comm,sr32_low,1
R32CAS-OTH,Zone_4A Mixed Humid,urb,comm,s1,1
R32CAS-OTH,Zone_4A Mixed Humid,urb,comm,s2,1
R32CAS-OTH,Zone_4A Mixed Humid,urb,comm,s3,1
R32CAS-OTH,Zone_4A Mixed Humid,urb,comm,s51_std,1
R32CAS-OTH,Zone_4A Mixed Humid,urb,comm,s52_low,1
R32CAS-OTH,Zone_4A Mixed Humid,urb,comm,sr11_std,1
R32CAS-OTH,Zone_4A Mixed Humid,urb,comm,sr12_low,1
R32CAS-OTH,Zone_4A Mixed Humid,urb,comm,sr21_std,1
R32CAS-OTH,Zone_4A Mixed Humid,urb,comm,sr22_low,1
R32CAS-OTH,Zone_4A Mixed Humid,urb,comm,sr31_std,1
R32CAS-OTH,Zone_4A Mixed Humid,urb,comm,sr32_low,1
R32CAS-OTH,Zone_4B Mixed Dry,rur,comm,s1,0.999998249
R32CAS-OTH,Zone_4B Mixed Dry,rur,comm,s2,0.999998249
R32CAS-OTH,Zone_4B Mixed Dry,rur,comm,s3,0.999998249
R32CAS-OTH,Zone_4B Mixed Dry,rur,comm,s51_std,0.999998249
R32CAS-OTH,Zone_4B Mixed Dry,rur,comm,s52_low,0.999998249
R32CAS-OTH,Zone_4B Mixed Dry,rur,comm,sr11_std,0.999998249
R32CAS-OTH,Zone_4B Mixed Dry,rur,comm,sr12_low,0.999998249
R32CAS-OTH,Zone_4B Mixed Dry,rur,comm,sr21_std,0.999998249
R32CAS-OTH,Zone_4B Mixed Dry,rur,comm,sr22_low,0.999998249
R32CAS-OTH,Zone_4B Mixed Dry,rur,comm,sr31_std,0.999998249
R32CAS-OTH,Zone_4B Mixed Dry,rur,comm,sr32_low,0.999998249
R32CAS-OTH,Zone_4B Mixed Dry,urb,comm,s1,1
R32CAS-OTH,Zone_4B Mixed Dry,urb,comm,s2,1
R32CAS-OTH,Zone_4B Mixed Dry,urb,comm,s3,1
R32CAS-OTH,Zone_4B Mixed Dry,urb,comm,s51_std,1
R32CAS-OTH,Zone_4B Mixed Dry,urb,comm,s52_low,1
R32CAS-OTH,Zone_4B Mixed Dry,urb,comm,sr11_std,1
R32CAS-OTH,Zone_4B Mixed Dry,urb,comm,sr12_low,1
R32CAS-OTH,Zone_4B Mixed Dry,urb,comm,sr21_std,1
R32CAS-OTH,Zone_4B Mixed Dry,urb,comm,sr22_low,1
R32CAS-OTH,Zone_4B Mixed Dry,urb,comm,sr31_std,1
R32CAS-OTH,Zone_4B Mixed Dry,urb,comm,sr32_low,1
R32CAS-OTH,Zone_5A Cool Humid,rur,comm,s1,1
R32CAS-OTH,Zone_5A Cool Humid,rur,comm,s2,1
R32CAS-OTH,Zone_5A Cool Humid,rur,comm,s3,1
R32CAS-OTH,Zone_5A Cool Humid,rur,comm,s51_std,1
R32CAS-OTH,Zone_5A Cool Humid,rur,comm,s52_low,1
R32CAS-OTH,Zone_5A Cool Humid,rur,comm,sr11_std,1
R32CAS-OTH,Zone_5A Cool Humid,rur,comm,sr12_low,1
R32CAS-OTH,Zone_5A Cool Humid,rur,comm,sr21_std,1
R32CAS-OTH,Zone_5A Cool Humid,rur,comm,sr22_low,1
R32CAS-OTH,Zone_5A Cool Humid,rur,comm,sr31_std,1
R32CAS-OTH,Zone_5A Cool Humid,rur,comm,sr32_low,1
R32CAS-OTH,Zone_5A Cool Humid,urb,comm,s1,1
R32CAS-OTH,Zone_5A Cool Humid,urb,comm,s2,1
R32CAS-OTH,Zone_5A Cool Humid,urb,comm,s3,1
R32CAS-OTH,Zone_5A Cool Humid,urb,comm,s51_std,1
R32CAS-OTH,Zone_5A Cool Humid,urb,comm,s52_low,1
R32CAS-OTH,Zone_5A Cool Humid,urb,comm,sr11_std,1
R32CAS-OTH,Zone_5A Cool Humid,urb,comm,sr12_low,1
R32CAS-OTH,Zone_5A Cool Humid,urb,comm,sr21_std,1
R32CAS-OTH,Zone_5A Cool Humid,urb,comm,sr22_low,1
R32CAS-OTH,Zone_5A Cool Humid,urb,comm,sr31_std,1
R32CAS-OTH,Zone_5A Cool Humid,urb,comm,sr32_low,1
R32CAS-OTH,Zone_6A Cold Humid,rur,comm,s1,1
R32CAS-OTH,Zone_6A Cold Humid,rur,comm,s2,1
R32CAS-OTH,Zone_6A Cold Humid,rur,comm,s3,1
R32CAS-OTH,Zone_6A Cold Humid,rur,comm,s51_std,1
R32CAS-OTH,Zone_6A Cold Humid,rur,comm,s52_low,1
R32CAS-OTH,Zone_6A Cold Humid,rur,comm,sr11_std,1
R32CAS-OTH,Zone_6A Cold Humid,rur,comm,sr12_low,1
R32CAS-OTH,Zone_6A Cold Humid,rur,comm,sr21_std,1
R32CAS-OTH,Zone_6A Cold Humid,rur,comm,sr22_low,1
R32CAS-OTH,Zone_6A Cold Humid,rur,comm,sr31_std,1
R32CAS-OTH,Zone_6A Cold Humid,rur,comm,sr32_low,1
R32CAS-OTH,Zone_6A Cold Humid,urb,comm,s1,1
R32CAS-OTH,Zone_6A Cold Humid,urb,comm,s2,1
R32CAS-OTH,Zone_6A Cold Humid,urb,comm,s3,1
R32CAS-OTH,Zone_6A Cold Humid,urb,comm,s51_std,1
R32CAS-OTH,Zone_6A Cold Humid,urb,comm,s52_low,1
R32CAS-OTH,Zone_6A Cold Humid,urb,comm,sr11_std,1
R32CAS-OTH,Zone_6A Cold Humid,urb,comm,sr12_low,1
R32CAS-OTH,Zone_6A Cold Humid,urb,comm,sr21_std,1
R32CAS-OTH,Zone_6A Cold Humid,urb,comm,sr22_low,1
R32CAS-OTH,Zone_6A Cold Humid,urb,comm,sr31_std,1
R32CAS-OTH,Zone_6A Cold Humid,urb,comm,sr32_low,1
R32CAS-OTH,Zone_7A Very cold Humid,rur,comm,s1,1
R32CAS-OTH,Zone_7A Very cold Humid,rur,comm,s2,1
R32CAS-OTH,Zone_7A Very cold Humid,rur,comm,s3,1
R32CAS-OTH,Zone_7A Very cold Humid,rur,comm,s51_std,1
R32CAS-OTH,Zone_7A Very cold Humid,rur,comm,s52_low,1
R32CAS-OTH,Zone_7A Very cold Humid,rur,comm,sr11_std,1
R32CAS-OTH,Zone_7A Very cold Humid,rur,comm,sr12_low,1
R32CAS-OTH,Zone_7A Very cold Humid,rur,comm,sr21_std,1
R32CAS-OTH,Zone_7A Very cold Humid,rur,comm,sr22_low,1
R32CAS-OTH,Zone_7A Very cold Humid,rur,comm,sr31_std,1
R32CAS-OTH,Zone_7A Very cold Humid,rur,comm,sr32_low,1
