scenario,region_gea,year,fuel,value
NPi2020_400_V4,LAC,2065,gas,56.1
NPi2020_400_V4,LAC,2065,oil,73.3
NPi2020_400_V4,LAC,2070,biomass_solid,109.6
NPi2020_400_V4,LAC,2070,coal,94.6
NPi2020_400_V4,LAC,2070,district_heat,0
NPi2020_400_V4,LAC,2070,electricity,-17.52556208
NPi2020_400_V4,LAC,2070,gas,56.1
NPi2020_400_V4,LAC,2070,oil,73.3
NPi2020_400_V4,LAC,2075,biomass_solid,109.6
NPi2020_400_V4,LAC,2075,coal,94.6
NPi2020_400_V4,LAC,2075,district_heat,0
NPi2020_400_V4,LAC,2075,electricity,-12.02767176
NPi2020_400_V4,LAC,2075,gas,56.1
NPi2020_400_V4,LAC,2075,oil,73.3
NPi2020_400_V4,LAC,2080,biomass_solid,109.6
NPi2020_400_V4,LAC,2080,coal,94.6
NPi2020_400_V4,LAC,2080,district_heat,0
NPi2020_400_V4,LAC,2080,electricity,-7.370431402
NPi2020_400_V4,LAC,2080,gas,56.1
NPi2020_400_V4,LAC,2080,oil,73.3
NPi2020_400_V4,LAC,2085,biomass_solid,109.6
NPi2020_400_V4,LAC,2085,coal,94.6
NPi2020_400_V4,LAC,2085,district_heat,0
NPi2020_400_V4,LAC,2085,electricity,-3.311537975
NPi2020_400_V4,LAC,2085,gas,56.1
NPi2020_400_V4,LAC,2085,oil,73.3
NPi2020_400_V4,LAC,2090,biomass_solid,109.6
NPi2020_400_V4,LAC,2090,coal,94.6
NPi2020_400_V4,LAC,2090,district_heat,0
NPi2020_400_V4,LAC,2090,electricity,0.013788347
NPi2020_400_V4,LAC,2090,gas,56.1
NPi2020_400_V4,LAC,2090,oil,73.3
NPi2020_400_V4,LAC,2095,biomass_solid,109.6
NPi2020_400_V4,LAC,2095,coal,94.6
NPi2020_400_V4,LAC,2095,district_heat,0
NPi2020_400_V4,LAC,2095,electricity,0.006537709
NPi2020_400_V4,LAC,2095,gas,56.1
NPi2020_400_V4,LAC,2095,oil,73.3
NPi2020_400_V4,LAC,2100,biomass_solid,109.6
NPi2020_400_V4,LAC,2100,coal,94.6
NPi2020_400_V4,LAC,2100,district_heat,0
NPi2020_400_V4,LAC,2100,electricity,0
NPi2020_400_V4,LAC,2100,gas,56.1
NPi2020_400_V4,LAC,2100,oil,73.3
NPi2020_400_V4,MEA,2010,biomass_solid,109.6
NPi2020_400_V4,MEA,2010,coal,94.6
NPi2020_400_V4,MEA,2010,district_heat,0
NPi2020_400_V4,MEA,2010,electricity,162.989414
NPi2020_400_V4,MEA,2010,gas,56.1
NPi2020_400_V4,MEA,2010,oil,73.3
NPi2020_400_V4,MEA,2015,biomass_solid,109.6
NPi2020_400_V4,MEA,2015,coal,94.6
NPi2020_400_V4,MEA,2015,district_heat,18.33630338
NPi2020_400_V4,MEA,2015,electricity,138.162377
NPi2020_400_V4,MEA,2015,gas,56.1
NPi2020_400_V4,MEA,2015,oil,73.3
NPi2020_400_V4,MEA,2020,biomass_solid,109.6
NPi2020_400_V4,MEA,2020,coal,94.6
NPi2020_400_V4,MEA,2020,district_heat,18.33630338
NPi2020_400_V4,MEA,2020,electricity,121.0917925
NPi2020_400_V4,MEA,2020,gas,56.1
NPi2020_400_V4,MEA,2020,oil,73.3
NPi2020_400_V4,MEA,2025,biomass_solid,109.6
NPi2020_400_V4,MEA,2025,coal,94.6
NPi2020_400_V4,MEA,2025,district_heat,16.46508225
NPi2020_400_V4,MEA,2025,electricity,89.17535897
NPi2020_400_V4,MEA,2025,gas,56.1
NPi2020_400_V4,MEA,2025,oil,73.3
NPi2020_400_V4,MEA,2030,biomass_solid,109.6
NPi2020_400_V4,MEA,2030,coal,94.6
NPi2020_400_V4,MEA,2030,district_heat,16.29594679
NPi2020_400_V4,MEA,2030,electricity,67.42660089
NPi2020_400_V4,MEA,2030,gas,56.1
NPi2020_400_V4,MEA,2030,oil,73.3
NPi2020_400_V4,MEA,2035,biomass_solid,109.6
NPi2020_400_V4,MEA,2035,coal,94.6
NPi2020_400_V4,MEA,2035,district_heat,14.80806374
NPi2020_400_V4,MEA,2035,electricity,29.97894387
NPi2020_400_V4,MEA,2035,gas,56.1
NPi2020_400_V4,MEA,2035,oil,73.3
NPi2020_400_V4,MEA,2040,biomass_solid,109.6
NPi2020_400_V4,MEA,2040,coal,94.6
NPi2020_400_V4,MEA,2040,district_heat,13.62031555
NPi2020_400_V4,MEA,2040,electricity,7.728302212
NPi2020_400_V4,MEA,2040,gas,56.1
NPi2020_400_V4,MEA,2040,oil,73.3
NPi2020_400_V4,MEA,2045,biomass_solid,109.6
NPi2020_400_V4,MEA,2045,coal,94.6
NPi2020_400_V4,MEA,2045,district_heat,12.66602656
NPi2020_400_V4,MEA,2045,electricity,2.574950487
NPi2020_400_V4,MEA,2045,gas,56.1
NPi2020_400_V4,MEA,2045,oil,73.3
NPi2020_400_V4,MEA,2050,biomass_solid,109.6
NPi2020_400_V4,MEA,2050,coal,94.6
NPi2020_400_V4,MEA,2050,district_heat,11.63809993
NPi2020_400_V4,MEA,2050,electricity,-1.148085047
NPi2020_400_V4,MEA,2050,gas,56.1
NPi2020_400_V4,MEA,2050,oil,73.3
NPi2020_400_V4,MEA,2055,biomass_solid,109.6
NPi2020_400_V4,MEA,2055,coal,94.6
NPi2020_400_V4,MEA,2055,district_heat,10.26752534
NPi2020_400_V4,MEA,2055,electricity,-2.62870606
NPi2020_400_V4,MEA,2055,gas,56.1
NPi2020_400_V4,MEA,2055,oil,73.3
NPi2020_400_V4,MEA,2060,biomass_solid,109.6
NPi2020_400_V4,MEA,2060,coal,94.6
NPi2020_400_V4,MEA,2060,district_heat,8.921038585
NPi2020_400_V4,MEA,2060,electricity,-3.829648518
NPi2020_400_V4,MEA,2060,gas,56.1
NPi2020_400_V4,MEA,2060,oil,73.3
NPi2020_400_V4,MEA,2065,biomass_solid,109.6
NPi2020_400_V4,MEA,2065,coal,94.6
NPi2020_400_V4,MEA,2065,district_heat,-0.767307598
NPi2020_400_V4,MEA,2065,electricity,2.230311544
NPi2020_400_V4,MEA,2065,gas,56.1
NPi2020_400_V4,MEA,2065,oil,73.3
NPi2020_400_V4,MEA,2070,biomass_solid,109.6
NPi2020_400_V4,MEA,2070,coal,94.6
NPi2020_400_V4,MEA,2070,district_heat,-9.673573702
NPi2020_400_V4,MEA,2070,electricity,7.328226134
NPi2020_400_V4,MEA,2070,gas,56.1
NPi2020_400_V4,MEA,2070,oil,73.3
NPi2020_400_V4,MEA,2075,biomass_solid,109.6
NPi2020_400_V4,MEA,2075,coal,94.6
NPi2020_400_V4,MEA,2075,district_heat,-2.245723541
NPi2020_400_V4,MEA,2075,electricity,2.956356162
NPi2020_400_V4,MEA,2075,gas,56.1
NPi2020_400_V4,MEA,2075,oil,73.3
NPi2020_400_V4,MEA,2080,biomass_solid,109.6
NPi2020_400_V4,MEA,2080,coal,94.6
NPi2020_400_V4,MEA,2080,district_heat,4.7987712
NPi2020_400_V4,MEA,2080,electricity,-0.826420037
NPi2020_400_V4,MEA,2080,gas,56.1
NPi2020_400_V4,MEA,2080,oil,73.3
NPi2020_400_V4,MEA,2085,biomass_solid,109.6
NPi2020_400_V4,MEA,2085,coal,94.6
NPi2020_400_V4,MEA,2085,district_heat,4.795884507
NPi2020_400_V4,MEA,2085,electricity,-0.387938139
NPi2020_400_V4,MEA,2085,gas,56.1
NPi2020_400_V4,MEA,2085,oil,73.3
NPi2020_400_V4,MEA,2090,biomass_solid,109.6
NPi2020_400_V4,MEA,2090,coal,94.6
NPi2020_400_V4,MEA,2090,district_heat,4.793079261
NPi2020_400_V4,MEA,2090,electricity,0
NPi2020_400_V4,MEA,2090,gas,56.1
NPi2020_400_V4,MEA,2090,oil,73.3
NPi2020_400_V4,MEA,2095,biomass_solid,109.6
NPi2020_400_V4,MEA,2095,coal,94.6
NPi2020_400_V4,MEA,2095,district_heat,4.717126795
NPi2020_400_V4,MEA,2095,electricity,0
NPi2020_400_V4,MEA,2095,gas,56.1
NPi2020_400_V4,MEA,2095,oil,73.3
NPi2020_400_V4,MEA,2100,biomass_solid,109.6
NPi2020_400_V4,MEA,2100,coal,94.6
NPi2020_400_V4,MEA,2100,district_heat,4.642652718
NPi2020_400_V4,MEA,2100,electricity,0
NPi2020_400_V4,MEA,2100,gas,56.1
NPi2020_400_V4,MEA,2100,oil,73.3
NPi2020_400_V4,NAM,2010,biomass_solid,109.6
NPi2020_400_V4,NAM,2010,coal,94.6
NPi2020_400_V4,NAM,2010,district_heat,18.00405069
NPi2020_400_V4,NAM,2010,electricity,158.1346771
NPi2020_400_V4,NAM,2010,gas,56.1
NPi2020_400_V4,NAM,2010,oil,73.3
NPi2020_400_V4,NAM,2015,biomass_solid,109.6
NPi2020_400_V4,NAM,2015,coal,94.6
NPi2020_400_V4,NAM,2015,district_heat,16.61483876
NPi2020_400_V4,NAM,2015,electricity,139.771451
NPi2020_400_V4,NAM,2015,gas,56.1
NPi2020_400_V4,NAM,2015,oil,73.3
NPi2020_400_V4,NAM,2020,biomass_solid,109.6
NPi2020_400_V4,NAM,2020,coal,94.6
NPi2020_400_V4,NAM,2020,district_heat,14.97213859
NPi2020_400_V4,NAM,2020,electricity,123.5532815
NPi2020_400_V4,NAM,2020,gas,56.1
NPi2020_400_V4,NAM,2020,oil,73.3
NPi2020_400_V4,NAM,2025,biomass_solid,109.6
NPi2020_400_V4,NAM,2025,coal,94.6
NPi2020_400_V4,NAM,2025,district_heat,3.214875779
NPi2020_400_V4,NAM,2025,electricity,85.73298299
NPi2020_400_V4,NAM,2025,gas,56.1
NPi2020_400_V4,NAM,2025,oil,73.3
NPi2020_400_V4,NAM,2030,biomass_solid,109.6
NPi2020_400_V4,NAM,2030,coal,94.6
NPi2020_400_V4,NAM,2030,district_heat,0
NPi2020_400_V4,NAM,2030,electricity,51.86164309
NPi2020_400_V4,NAM,2030,gas,56.1
NPi2020_400_V4,NAM,2030,oil,73.3
NPi2020_400_V4,NAM,2035,biomass_solid,109.6
NPi2020_400_V4,NAM,2035,coal,94.6
NPi2020_400_V4,NAM,2035,district_heat,0
NPi2020_400_V4,NAM,2035,electricity,26.12060495
NPi2020_400_V4,NAM,2035,gas,56.1
NPi2020_400_V4,NAM,2035,oil,73.3
NPi2020_400_V4,NAM,2040,biomass_solid,109.6
NPi2020_400_V4,NAM,2040,coal,94.6
NPi2020_400_V4,NAM,2040,district_heat,0
NPi2020_400_V4,NAM,2040,electricity,5.072616676
NPi2020_400_V4,NAM,2040,gas,56.1
NPi2020_400_V4,NAM,2040,oil,73.3
NPi2020_400_V4,NAM,2045,biomass_solid,109.6
NPi2020_400_V4,NAM,2045,coal,94.6
NPi2020_400_V4,NAM,2045,district_heat,0
NPi2020_400_V4,NAM,2045,electricity,0.413929466
NPi2020_400_V4,NAM,2045,gas,56.1
NPi2020_400_V4,NAM,2045,oil,73.3
NPi2020_400_V4,NAM,2050,biomass_solid,109.6
NPi2020_400_V4,NAM,2050,coal,94.6
NPi2020_400_V4,NAM,2050,district_heat,0
NPi2020_400_V4,NAM,2050,electricity,-3.667448225
NPi2020_400_V4,NAM,2050,gas,56.1
NPi2020_400_V4,NAM,2050,oil,73.3
NPi2020_400_V4,NAM,2055,biomass_solid,109.6
NPi2020_400_V4,NAM,2055,coal,94.6
NPi2020_400_V4,NAM,2055,district_heat,0
NPi2020_400_V4,NAM,2055,electricity,-2.356543069
NPi2020_400_V4,NAM,2055,gas,56.1
NPi2020_400_V4,NAM,2055,oil,73.3
NPi2020_400_V4,NAM,2060,biomass_solid,109.6
NPi2020_400_V4,NAM,2060,coal,94.6
NPi2020_400_V4,NAM,2060,district_heat,0
NPi2020_400_V4,NAM,2060,electricity,-1.152177178
NPi2020_400_V4,NAM,2060,gas,56.1
NPi2020_400_V4,NAM,2060,oil,73.3
NPi2020_400_V4,NAM,2065,biomass_solid,109.6
NPi2020_400_V4,NAM,2065,coal,94.6
NPi2020_400_V4,NAM,2065,district_heat,0
NPi2020_400_V4,NAM,2065,electricity,0.52800518
NPi2020_400_V4,NAM,2065,gas,56.1
NPi2020_400_V4,NAM,2065,oil,73.3
NPi2020_400_V4,NAM,2070,biomass_solid,109.6
NPi2020_400_V4,NAM,2070,coal,94.6
NPi2020_400_V4,NAM,2070,district_heat,0
NPi2020_400_V4,NAM,2070,electricity,2.071185061
NPi2020_400_V4,NAM,2070,gas,56.1
NPi2020_400_V4,NAM,2070,oil,73.3
NPi2020_400_V4,NAM,2075,biomass_solid,109.6
NPi2020_400_V4,NAM,2075,coal,94.6
NPi2020_400_V4,NAM,2075,district_heat,0
NPi2020_400_V4,NAM,2075,electricity,1.772121474
NPi2020_400_V4,NAM,2075,gas,56.1
NPi2020_400_V4,NAM,2075,oil,73.3
NPi2020_400_V4,NAM,2080,biomass_solid,109.6
NPi2020_400_V4,NAM,2080,coal,94.6
NPi2020_400_V4,NAM,2080,district_heat,0
NPi2020_400_V4,NAM,2080,electricity,1.493327432
NPi2020_400_V4,NAM,2080,gas,56.1
NPi2020_400_V4,NAM,2080,oil,73.3
NPi2020_400_V4,NAM,2085,biomass_solid,109.6
NPi2020_400_V4,NAM,2085,coal,94.6
NPi2020_400_V4,NAM,2085,district_heat,0
NPi2020_400_V4,NAM,2085,electricity,1.445484556
NPi2020_400_V4,NAM,2085,gas,56.1
NPi2020_400_V4,NAM,2085,oil,73.3
NPi2020_400_V4,NAM,2090,biomass_solid,109.6
NPi2020_400_V4,NAM,2090,coal,94.6
NPi2020_400_V4,NAM,2090,district_heat,0
NPi2020_400_V4,NAM,2090,electricity,1.398866586
NPi2020_400_V4,NAM,2090,gas,56.1
NPi2020_400_V4,NAM,2090,oil,73.3
NPi2020_400_V4,NAM,2095,biomass_solid,109.6
NPi2020_400_V4,NAM,2095,coal,94.6
NPi2020_400_V4,NAM,2095,district_heat,0
NPi2020_400_V4,NAM,2095,electricity,1.182484243
NPi2020_400_V4,NAM,2095,gas,56.1
NPi2020_400_V4,NAM,2095,oil,73.3
NPi2020_400_V4,NAM,2100,biomass_solid,109.6
NPi2020_400_V4,NAM,2100,coal,94.6
NPi2020_400_V4,NAM,2100,district_heat,0
NPi2020_400_V4,NAM,2100,electricity,0.970976865
NPi2020_400_V4,NAM,2100,gas,56.1
NPi2020_400_V4,NAM,2100,oil,73.3
NPi2020_400_V4,PAO,2010,biomass_solid,109.6
NPi2020_400_V4,PAO,2010,coal,94.6
NPi2020_400_V4,PAO,2010,district_heat,8.422379966
NPi2020_400_V4,PAO,2010,electricity,151.7168504
NPi2020_400_V4,PAO,2010,gas,56.1
NPi2020_400_V4,PAO,2010,oil,73.3
NPi2020_400_V4,PAO,2015,biomass_solid,109.6
NPi2020_400_V4,PAO,2015,coal,94.6
NPi2020_400_V4,PAO,2015,district_heat,7.889315213
NPi2020_400_V4,PAO,2015,electricity,140.5645109
NPi2020_400_V4,PAO,2015,gas,56.1
NPi2020_400_V4,PAO,2015,oil,73.3
NPi2020_400_V4,PAO,2020,biomass_solid,109.6
NPi2020_400_V4,PAO,2020,coal,94.6
NPi2020_400_V4,PAO,2020,district_heat,7.301169993
NPi2020_400_V4,PAO,2020,electricity,130.3191944
NPi2020_400_V4,PAO,2020,gas,56.1
NPi2020_400_V4,PAO,2020,oil,73.3
NPi2020_400_V4,PAO,2025,biomass_solid,109.6
NPi2020_400_V4,PAO,2025,coal,94.6
NPi2020_400_V4,PAO,2025,district_heat,15.62839139
NPi2020_400_V4,PAO,2025,electricity,72.40287398
NPi2020_400_V4,PAO,2025,gas,56.1
NPi2020_400_V4,PAO,2025,oil,73.3
NPi2020_400_V4,PAO,2030,biomass_solid,109.6
NPi2020_400_V4,PAO,2030,coal,94.6
NPi2020_400_V4,PAO,2030,district_heat,16.20920402
NPi2020_400_V4,PAO,2030,electricity,22.47305373
NPi2020_400_V4,PAO,2030,gas,56.1
NPi2020_400_V4,PAO,2030,oil,73.3
NPi2020_400_V4,PAO,2035,biomass_solid,109.6
NPi2020_400_V4,PAO,2035,coal,94.6
NPi2020_400_V4,PAO,2035,district_heat,14.9155606
NPi2020_400_V4,PAO,2035,electricity,10.93330864
NPi2020_400_V4,PAO,2035,gas,56.1
NPi2020_400_V4,PAO,2035,oil,73.3
NPi2020_400_V4,PAO,2040,biomass_solid,109.6
NPi2020_400_V4,PAO,2040,coal,94.6
NPi2020_400_V4,PAO,2040,district_heat,13.56582788
NPi2020_400_V4,PAO,2040,electricity,0.757347623
NPi2020_400_V4,PAO,2040,gas,56.1
NPi2020_400_V4,PAO,2040,oil,73.3
NPi2020_400_V4,PAO,2045,biomass_solid,109.6
NPi2020_400_V4,PAO,2045,coal,94.6
NPi2020_400_V4,PAO,2045,district_heat,8.581088796
NPi2020_400_V4,PAO,2045,electricity,-0.92434945
NPi2020_400_V4,PAO,2045,gas,56.1
NPi2020_400_V4,PAO,2045,oil,73.3
NPi2020_400_V4,PAO,2050,biomass_solid,109.6
NPi2020_400_V4,PAO,2050,coal,94.6
NPi2020_400_V4,PAO,2050,district_heat,3.069326707
NPi2020_400_V4,PAO,2050,electricity,-2.50555174
NPi2020_400_V4,PAO,2050,gas,56.1
NPi2020_400_V4,PAO,2050,oil,73.3
NPi2020_400_V4,PAO,2055,biomass_solid,109.6
NPi2020_400_V4,PAO,2055,coal,94.6
NPi2020_400_V4,PAO,2055,district_heat,1.622907958
NPi2020_400_V4,PAO,2055,electricity,-1.364202889
NPi2020_400_V4,PAO,2055,gas,56.1
NPi2020_400_V4,PAO,2055,oil,73.3
NPi2020_400_V4,PAO,2060,biomass_solid,109.6
NPi2020_400_V4,PAO,2060,coal,94.6
NPi2020_400_V4,PAO,2060,district_heat,0.023563211
NPi2020_400_V4,PAO,2060,electricity,-0.280009869
NPi2020_400_V4,PAO,2060,gas,56.1
NPi2020_400_V4,PAO,2060,oil,73.3
NPi2020_400_V4,PAO,2065,biomass_solid,109.6
NPi2020_400_V4,PAO,2065,coal,94.6
NPi2020_400_V4,PAO,2065,district_heat,-0.018379765
NPi2020_400_V4,PAO,2065,electricity,-0.135031697
NPi2020_400_V4,PAO,2065,gas,56.1
NPi2020_400_V4,PAO,2065,oil,73.3
NPi2020_400_V4,PAO,2070,biomass_solid,109.6
NPi2020_400_V4,PAO,2070,coal,94.6
NPi2020_400_V4,PAO,2070,district_heat,-0.064757262
NPi2020_400_V4,PAO,2070,electricity,0
NPi2020_400_V4,PAO,2070,gas,56.1
NPi2020_400_V4,PAO,2070,oil,73.3
NPi2020_400_V4,PAO,2075,biomass_solid,109.6
NPi2020_400_V4,PAO,2075,coal,94.6
NPi2020_400_V4,PAO,2075,district_heat,-0.088538347
NPi2020_400_V4,PAO,2075,electricity,0
NPi2020_400_V4,PAO,2075,gas,56.1
NPi2020_400_V4,PAO,2075,oil,73.3
NPi2020_400_V4,PAO,2080,biomass_solid,109.6
NPi2020_400_V4,PAO,2080,coal,94.6
NPi2020_400_V4,PAO,2080,district_heat,-0.112319433
NPi2020_400_V4,PAO,2080,electricity,0
NPi2020_400_V4,PAO,2080,gas,56.1
NPi2020_400_V4,PAO,2080,oil,73.3
NPi2020_400_V4,PAO,2085,biomass_solid,109.6
NPi2020_400_V4,PAO,2085,coal,94.6
NPi2020_400_V4,PAO,2085,district_heat,-0.087311047
NPi2020_400_V4,PAO,2085,electricity,0
NPi2020_400_V4,PAO,2085,gas,56.1
NPi2020_400_V4,PAO,2085,oil,73.3
NPi2020_400_V4,PAO,2090,biomass_solid,109.6
NPi2020_400_V4,PAO,2090,coal,94.6
NPi2020_400_V4,PAO,2090,district_heat,-0.067768824
NPi2020_400_V4,PAO,2090,electricity,0
NPi2020_400_V4,PAO,2090,gas,56.1
NPi2020_400_V4,PAO,2090,oil,73.3
NPi2020_400_V4,PAO,2095,biomass_solid,109.6
NPi2020_400_V4,PAO,2095,coal,94.6
NPi2020_400_V4,PAO,2095,district_heat,-0.055022207
NPi2020_400_V4,PAO,2095,electricity,0.005057393
NPi2020_400_V4,PAO,2095,gas,56.1
NPi2020_400_V4,PAO,2095,oil,73.3
NPi2020_400_V4,PAO,2100,biomass_solid,109.6
NPi2020_400_V4,PAO,2100,coal,94.6
NPi2020_400_V4,PAO,2100,district_heat,-0.042451583
NPi2020_400_V4,PAO,2100,electricity,0.010243293
NPi2020_400_V4,PAO,2100,gas,56.1
NPi2020_400_V4,PAO,2100,oil,73.3
NPi2020_400_V4,PAS,2010,biomass_solid,109.6
NPi2020_400_V4,PAS,2010,coal,94.6
NPi2020_400_V4,PAS,2010,district_heat,0
NPi2020_400_V4,PAS,2010,electricity,182.4298163
NPi2020_400_V4,PAS,2010,gas,56.1
NPi2020_400_V4,PAS,2010,oil,73.3
NPi2020_400_V4,PAS,2015,biomass_solid,109.6
NPi2020_400_V4,PAS,2015,coal,94.6
NPi2020_400_V4,PAS,2015,district_heat,7.707610669
NPi2020_400_V4,PAS,2015,electricity,165.9264556
NPi2020_400_V4,PAS,2015,gas,56.1
NPi2020_400_V4,PAS,2015,oil,73.3
NPi2020_400_V4,PAS,2020,biomass_solid,109.6
NPi2020_400_V4,PAS,2020,coal,94.6
NPi2020_400_V4,PAS,2020,district_heat,11.11197822
NPi2020_400_V4,PAS,2020,electricity,153.6388358
NPi2020_400_V4,PAS,2020,gas,56.1
NPi2020_400_V4,PAS,2020,oil,73.3
NPi2020_400_V4,PAS,2025,biomass_solid,109.6
NPi2020_400_V4,PAS,2025,coal,94.6
NPi2020_400_V4,PAS,2025,district_heat,4.746852468
NPi2020_400_V4,PAS,2025,electricity,97.01100632
NPi2020_400_V4,PAS,2025,gas,56.1
NPi2020_400_V4,PAS,2025,oil,73.3
NPi2020_400_V4,PAS,2030,biomass_solid,109.6
NPi2020_400_V4,PAS,2030,coal,94.6
NPi2020_400_V4,PAS,2030,district_heat,2.853470543
NPi2020_400_V4,PAS,2030,electricity,54.57692675
NPi2020_400_V4,PAS,2030,gas,56.1
NPi2020_400_V4,PAS,2030,oil,73.3
NPi2020_400_V4,PAS,2035,biomass_solid,109.6
NPi2020_400_V4,PAS,2035,coal,94.6
NPi2020_400_V4,PAS,2035,district_heat,7.617544225
NPi2020_400_V4,PAS,2035,electricity,28.32526544
NPi2020_400_V4,PAS,2035,gas,56.1
NPi2020_400_V4,PAS,2035,oil,73.3
NPi2020_400_V4,PAS,2040,biomass_solid,109.6
NPi2020_400_V4,PAS,2040,coal,94.6
NPi2020_400_V4,PAS,2040,district_heat,10.32059145
NPi2020_400_V4,PAS,2040,electricity,10.06395649
NPi2020_400_V4,PAS,2040,gas,56.1
NPi2020_400_V4,PAS,2040,oil,73.3
NPi2020_400_V4,PAS,2045,biomass_solid,109.6
NPi2020_400_V4,PAS,2045,coal,94.6
NPi2020_400_V4,PAS,2045,district_heat,10.64123707
NPi2020_400_V4,PAS,2045,electricity,2.808573199
NPi2020_400_V4,PAS,2045,gas,56.1
NPi2020_400_V4,PAS,2045,oil,73.3
NPi2020_400_V4,PAS,2050,biomass_solid,109.6
NPi2020_400_V4,PAS,2050,coal,94.6
NPi2020_400_V4,PAS,2050,district_heat,10.9618827
NPi2020_400_V4,PAS,2050,electricity,-2.702720663
NPi2020_400_V4,PAS,2050,gas,56.1
NPi2020_400_V4,PAS,2050,oil,73.3
NPi2020_400_V4,PAS,2055,biomass_solid,109.6
NPi2020_400_V4,PAS,2055,coal,94.6
NPi2020_400_V4,PAS,2055,district_heat,5.480941118
NPi2020_400_V4,PAS,2055,electricity,-1.485853395
NPi2020_400_V4,PAS,2055,gas,56.1
NPi2020_400_V4,PAS,2055,oil,73.3
NPi2020_400_V4,PAS,2060,biomass_solid,109.6
NPi2020_400_V4,PAS,2060,coal,94.6
NPi2020_400_V4,PAS,2060,district_heat,0
NPi2020_400_V4,PAS,2060,electricity,-0.521250429
NPi2020_400_V4,PAS,2060,gas,56.1
NPi2020_400_V4,PAS,2060,oil,73.3
NPi2020_400_V4,PAS,2065,biomass_solid,109.6
NPi2020_400_V4,PAS,2065,coal,94.6
NPi2020_400_V4,PAS,2065,district_heat,0
NPi2020_400_V4,PAS,2065,electricity,0.49995645
NPi2020_400_V4,PAS,2065,gas,56.1
NPi2020_400_V4,PAS,2065,oil,73.3
NPi2020_400_V4,PAS,2070,biomass_solid,109.6
NPi2020_400_V4,PAS,2070,coal,94.6
NPi2020_400_V4,PAS,2070,district_heat,0
NPi2020_400_V4,PAS,2070,electricity,1.363774406
NPi2020_400_V4,PAS,2070,gas,56.1
NPi2020_400_V4,PAS,2070,oil,73.3
NPi2020_400_V4,PAS,2075,biomass_solid,109.6
NPi2020_400_V4,PAS,2075,coal,94.6
NPi2020_400_V4,PAS,2075,district_heat,0
NPi2020_400_V4,PAS,2075,electricity,1.105879372
NPi2020_400_V4,PAS,2075,gas,56.1
NPi2020_400_V4,PAS,2075,oil,73.3
NPi2020_400_V4,PAS,2080,biomass_solid,109.6
NPi2020_400_V4,PAS,2080,coal,94.6
NPi2020_400_V4,PAS,2080,district_heat,0
NPi2020_400_V4,PAS,2080,electricity,0.870736753
NPi2020_400_V4,PAS,2080,gas,56.1
NPi2020_400_V4,PAS,2080,oil,73.3
NPi2020_400_V4,PAS,2085,biomass_solid,109.6
NPi2020_400_V4,PAS,2085,coal,94.6
NPi2020_400_V4,PAS,2085,district_heat,0
NPi2020_400_V4,PAS,2085,electricity,0.776023809
NPi2020_400_V4,PAS,2085,gas,56.1
NPi2020_400_V4,PAS,2085,oil,73.3
NPi2020_400_V4,PAS,2090,biomass_solid,109.6
NPi2020_400_V4,PAS,2090,coal,94.6
NPi2020_400_V4,PAS,2090,district_heat,0
NPi2020_400_V4,PAS,2090,electricity,0.686893022
NPi2020_400_V4,PAS,2090,gas,56.1
NPi2020_400_V4,PAS,2090,oil,73.3
NPi2020_400_V4,PAS,2095,biomass_solid,109.6
NPi2020_400_V4,PAS,2095,coal,94.6
NPi2020_400_V4,PAS,2095,district_heat,0
NPi2020_400_V4,PAS,2095,electricity,0.639680264
NPi2020_400_V4,PAS,2095,gas,56.1
NPi2020_400_V4,PAS,2095,oil,73.3
NPi2020_400_V4,PAS,2100,biomass_solid,109.6
NPi2020_400_V4,PAS,2100,coal,94.6
NPi2020_400_V4,PAS,2100,district_heat,0
NPi2020_400_V4,PAS,2100,electricity,0.594220526
NPi2020_400_V4,PAS,2100,gas,56.1
NPi2020_400_V4,PAS,2100,oil,73.3
NPi2020_400_V4,SAS,2010,biomass_solid,109.6
NPi2020_400_V4,SAS,2010,coal,94.6
NPi2020_400_V4,SAS,2010,district_heat,0
NPi2020_400_V4,SAS,2010,electricity,257.7567979
NPi2020_400_V4,SAS,2010,gas,56.1
NPi2020_400_V4,SAS,2010,oil,73.3
NPi2020_400_V4,SAS,2015,biomass_solid,109.6
NPi2020_400_V4,SAS,2015,coal,94.6
NPi2020_400_V4,SAS,2015,district_heat,20.14688977
NPi2020_400_V4,SAS,2015,electricity,228.1982541
NPi2020_400_V4,SAS,2015,gas,56.1
NPi2020_400_V4,SAS,2015,oil,73.3
NPi2020_400_V4,SAS,2020,biomass_solid,109.6
NPi2020_400_V4,SAS,2020,coal,94.6
NPi2020_400_V4,SAS,2020,district_heat,20.14688977
NPi2020_400_V4,SAS,2020,electricity,212.2718685
NPi2020_400_V4,SAS,2020,gas,56.1
NPi2020_400_V4,SAS,2020,oil,73.3
NPi2020_400_V4,SAS,2025,biomass_solid,109.6
NPi2020_400_V4,SAS,2025,coal,94.6
NPi2020_400_V4,SAS,2025,district_heat,6.718510033
NPi2020_400_V4,SAS,2025,electricity,117.681916
NPi2020_400_V4,SAS,2025,gas,56.1
NPi2020_400_V4,SAS,2025,oil,73.3
NPi2020_400_V4,SAS,2030,biomass_solid,109.6
NPi2020_400_V4,SAS,2030,coal,94.6
